order_date,order_id,pizza_id,quantity,order_time,unit_price,total_price,pizza_size,pizza_category,Mes,Day,week,DayNumber
2015-01-01,58,five_cheese_l,1,19:30:40,18.5,18.5,L,Napolitana,1,Thursday,1,3
2015-01-01,58,pepperoni_m,1,19:30:40,12.5,12.5,M,Napolitana,1,Thursday,1,3
2015-01-01,59,ital_veggie_s,1,19:40:08,12.75,12.75,S,Napolitana,1,Thursday,1,3
2015-01-01,59,pep_msh_pep_s,1,19:40:08,11.0,11.0,S,Napolitana,1,Thursday,1,3
2015-01-01,59,pepperoni_l,1,19:40:08,15.25,15.25,L,Napolitana,1,Thursday,1,3
2015-01-01,60,ckn_pesto_l,1,20:05:16,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,60,four_cheese_m,1,20:05:16,14.75,14.75,M,Napolitana,1,Thursday,1,3
2015-01-01,61,bbq_ckn_m,1,20:08:43,16.75,16.75,M,Pepperoni ,1,Thursday,1,3
2015-01-01,61,ital_supr_l,1,20:08:43,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,62,bbq_ckn_m,1,20:50:16,16.75,16.75,M,Pepperoni ,1,Thursday,1,3
2015-01-01,62,spinach_supr_m,1,20:50:16,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,63,pep_msh_pep_m,1,20:51:42,14.5,14.5,M,Napolitana,1,Thursday,1,3
2015-01-01,64,big_meat_s,1,20:52:08,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,65,pep_msh_pep_s,1,21:16:00,11.0,11.0,S,Napolitana,1,Thursday,1,3
2015-01-01,65,sicilian_s,1,21:16:00,12.25,12.25,S,Pepperoni ,1,Thursday,1,3
2015-01-01,65,spicy_ital_s,1,21:16:00,12.5,12.5,S,Pepperoni ,1,Thursday,1,3
2015-01-01,65,spinach_supr_m,1,21:16:00,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,66,classic_dlx_m,1,21:47:55,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,66,ital_cpcllo_m,1,21:47:55,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,67,southw_ckn_l,1,22:03:40,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,68,classic_dlx_m,1,22:07:32,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,68,ital_supr_l,1,22:07:32,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,68,ital_supr_m,1,22:07:32,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,69,bbq_ckn_l,1,22:12:13,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-02,70,ital_veggie_s,1,11:38:51,12.75,12.75,S,Napolitana,1,Friday,1,4
2015-01-02,70,soppressata_l,1,11:38:51,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,71,thai_ckn_l,1,11:40:50,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,72,spinach_fet_l,1,11:57:25,20.25,20.25,L,Napolitana,1,Friday,1,4
2015-01-02,73,thai_ckn_s,1,11:58:56,12.75,12.75,S,Pepperoni ,1,Friday,1,4
2015-01-02,74,five_cheese_l,1,12:01:12,18.5,18.5,L,Napolitana,1,Friday,1,4
2015-01-02,74,mexicana_l,1,12:01:12,20.25,20.25,L,Napolitana,1,Friday,1,4
2015-01-02,74,spin_pesto_s,1,12:01:12,12.5,12.5,S,Napolitana,1,Friday,1,4
2015-01-02,74,spinach_supr_l,1,12:01:12,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,75,ital_supr_s,1,12:10:15,12.5,12.5,S,Pepperoni ,1,Friday,1,4
2015-01-02,75,mediterraneo_l,1,12:10:15,20.25,20.25,L,Napolitana,1,Friday,1,4
2015-01-02,75,napolitana_l,1,12:10:15,20.5,20.5,L,Napolitana,1,Friday,1,4
2015-01-02,76,big_meat_s,1,12:21:17,12.0,12.0,S,Napolitana,1,Friday,1,4
2015-01-02,76,hawaiian_l,1,12:21:17,16.5,16.5,L,Napolitana,1,Friday,1,4
2015-01-02,76,ital_veggie_l,1,12:21:17,21.0,21.0,L,Napolitana,1,Friday,1,4
2015-01-02,76,spicy_ital_l,1,12:21:17,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,77,bbq_ckn_m,1,12:22:46,16.75,16.75,M,Pepperoni ,1,Friday,1,4
2015-01-02,77,hawaiian_m,1,12:22:46,14.0,14.0,M,Napolitana,1,Friday,1,4
2015-01-02,78,big_meat_s,1,12:28:14,12.0,12.0,S,Napolitana,1,Friday,1,4
2015-01-02,78,classic_dlx_s,1,12:28:14,12.0,12.0,S,Napolitana,1,Friday,1,4
2015-01-02,78,four_cheese_l,1,12:28:14,17.95,17.95,L,Napolitana,1,Friday,1,4
2015-01-02,78,ital_cpcllo_m,1,12:28:14,16.0,16.0,M,Napolitana,1,Friday,1,4
2015-01-02,78,spicy_ital_l,3,12:28:14,20.75,62.25,L,Pepperoni ,1,Friday,1,4
2015-01-02,78,thai_ckn_s,1,12:28:14,12.75,12.75,S,Pepperoni ,1,Friday,1,4
2015-01-02,79,ital_cpcllo_l,1,12:29:11,20.5,20.5,L,Napolitana,1,Friday,1,4
2015-01-02,79,pep_msh_pep_s,1,12:29:11,11.0,11.0,S,Napolitana,1,Friday,1,4
2015-01-02,79,thai_ckn_l,1,12:29:11,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,80,pepperoni_s,1,12:35:38,9.75,9.75,S,Napolitana,1,Friday,1,4
2015-01-02,80,thai_ckn_m,1,12:35:38,16.75,16.75,M,Pepperoni ,1,Friday,1,4
2015-01-02,81,thai_ckn_l,1,12:40:01,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,82,big_meat_s,1,12:45:51,12.0,12.0,S,Napolitana,1,Friday,1,4
2015-01-02,82,cali_ckn_m,1,12:45:51,16.75,16.75,M,Pepperoni ,1,Friday,1,4
2015-01-02,82,spicy_ital_l,1,12:45:51,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,82,veggie_veg_m,1,12:45:51,16.0,16.0,M,Napolitana,1,Friday,1,4
2015-01-02,83,southw_ckn_s,1,12:53:27,12.75,12.75,S,Pepperoni ,1,Friday,1,4
2015-01-02,84,pepperoni_l,1,13:13:41,15.25,15.25,L,Napolitana,1,Friday,1,4
2015-01-02,85,classic_dlx_m,1,13:34:49,16.0,16.0,M,Napolitana,1,Friday,1,4
2015-01-02,85,classic_dlx_s,1,13:34:49,12.0,12.0,S,Napolitana,1,Friday,1,4
2015-01-02,85,ital_supr_l,1,13:34:49,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,85,the_greek_m,1,13:34:49,16.0,16.0,M,Napolitana,1,Friday,1,4
2015-01-02,86,hawaiian_l,1,13:40:31,16.5,16.5,L,Napolitana,1,Friday,1,4
2015-01-02,87,ital_cpcllo_m,1,14:01:02,16.0,16.0,M,Napolitana,1,Friday,1,4
2015-01-02,87,mexicana_m,1,14:01:02,16.0,16.0,M,Napolitana,1,Friday,1,4
2015-01-02,87,spinach_supr_l,1,14:01:02,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,87,spinach_supr_s,1,14:01:02,12.5,12.5,S,Pepperoni ,1,Friday,1,4
2015-01-02,88,five_cheese_l,1,14:10:08,18.5,18.5,L,Napolitana,1,Friday,1,4
2015-01-02,89,soppressata_l,1,14:30:19,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,89,thai_ckn_l,1,14:30:19,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,90,sicilian_l,1,15:08:48,20.25,20.25,L,Pepperoni ,1,Friday,1,4
2015-01-02,90,thai_ckn_s,1,15:08:48,12.75,12.75,S,Pepperoni ,1,Friday,1,4
2015-01-02,91,bbq_ckn_l,2,15:14:43,20.75,41.5,L,Pepperoni ,1,Friday,1,4
2015-01-02,91,ckn_pesto_s,1,15:14:43,12.75,12.75,S,Pepperoni ,1,Friday,1,4
2015-01-02,91,pepperoni_s,1,15:14:43,9.75,9.75,S,Napolitana,1,Friday,1,4
2015-01-02,92,bbq_ckn_m,1,15:17:02,16.75,16.75,M,Pepperoni ,1,Friday,1,4
2015-01-02,92,ital_supr_l,1,15:17:02,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,92,ital_supr_m,1,15:17:02,16.5,16.5,M,Pepperoni ,1,Friday,1,4
2015-01-02,92,ital_veggie_s,1,15:17:02,12.75,12.75,S,Napolitana,1,Friday,1,4
2015-01-02,92,pepperoni_m,1,15:17:02,12.5,12.5,M,Napolitana,1,Friday,1,4
2015-01-02,92,peppr_salami_m,1,15:17:02,16.5,16.5,M,Pepperoni ,1,Friday,1,4
2015-01-02,92,spinach_fet_s,1,15:17:02,12.0,12.0,S,Napolitana,1,Friday,1,4
2015-01-02,92,spinach_supr_s,1,15:17:02,12.5,12.5,S,Pepperoni ,1,Friday,1,4
2015-01-02,92,the_greek_m,2,15:17:02,16.0,32.0,M,Napolitana,1,Friday,1,4
2015-01-02,93,sicilian_m,1,15:29:31,16.25,16.25,M,Pepperoni ,1,Friday,1,4
2015-01-02,94,ital_cpcllo_m,1,16:17:16,16.0,16.0,M,Napolitana,1,Friday,1,4
2015-01-02,94,southw_ckn_s,1,16:17:16,12.75,12.75,S,Pepperoni ,1,Friday,1,4
2015-01-02,95,napolitana_s,1,16:18:04,12.0,12.0,S,Napolitana,1,Friday,1,4
2015-01-02,95,peppr_salami_l,1,16:18:04,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,96,napolitana_s,1,16:21:20,12.0,12.0,S,Napolitana,1,Friday,1,4
2015-01-02,97,big_meat_s,1,16:45:33,12.0,12.0,S,Napolitana,1,Friday,1,4
2015-01-02,98,classic_dlx_l,1,17:18:18,20.5,20.5,L,Napolitana,1,Friday,1,4
2015-01-02,98,napolitana_l,1,17:18:18,20.5,20.5,L,Napolitana,1,Friday,1,4
2015-01-02,99,ital_supr_l,1,17:45:42,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,100,hawaiian_l,1,17:46:17,16.5,16.5,L,Napolitana,1,Friday,1,4
2015-01-02,101,cali_ckn_l,1,17:51:33,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,101,pepperoni_l,1,17:51:33,15.25,15.25,L,Napolitana,1,Friday,1,4
2015-01-02,101,soppressata_l,1,17:51:33,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,101,spicy_ital_m,1,17:51:33,16.5,16.5,M,Pepperoni ,1,Friday,1,4
2015-01-02,102,bbq_ckn_s,1,17:54:04,12.75,12.75,S,Pepperoni ,1,Friday,1,4
2015-01-02,102,prsc_argla_s,1,17:54:04,12.5,12.5,S,Pepperoni ,1,Friday,1,4
2015-01-02,103,spinach_supr_s,1,18:02:09,12.5,12.5,S,Pepperoni ,1,Friday,1,4
2015-01-02,104,bbq_ckn_m,1,18:02:12,16.75,16.75,M,Pepperoni ,1,Friday,1,4
2015-01-02,104,ckn_alfredo_m,1,18:02:12,16.75,16.75,M,Pepperoni ,1,Friday,1,4
2015-01-02,104,ital_veggie_m,1,18:02:12,16.75,16.75,M,Napolitana,1,Friday,1,4
2015-01-02,104,veggie_veg_l,1,18:02:12,20.25,20.25,L,Napolitana,1,Friday,1,4
2015-01-02,105,hawaiian_s,2,18:12:01,10.5,21.0,S,Napolitana,1,Friday,1,4
2015-01-02,105,pepperoni_l,1,18:12:01,15.25,15.25,L,Napolitana,1,Friday,1,4
2015-01-02,105,prsc_argla_m,1,18:12:01,16.5,16.5,M,Pepperoni ,1,Friday,1,4
2015-01-02,106,mexicana_l,1,18:12:13,20.25,20.25,L,Napolitana,1,Friday,1,4
2015-01-02,106,spicy_ital_l,1,18:12:13,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,107,cali_ckn_l,1,18:25:09,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,107,ital_supr_m,1,18:25:09,16.5,16.5,M,Pepperoni ,1,Friday,1,4
2015-01-02,107,spicy_ital_l,1,18:25:09,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,107,veggie_veg_l,1,18:25:09,20.25,20.25,L,Napolitana,1,Friday,1,4
2015-01-02,108,classic_dlx_l,1,18:25:25,20.5,20.5,L,Napolitana,1,Friday,1,4
2015-01-02,108,hawaiian_l,1,18:25:25,16.5,16.5,L,Napolitana,1,Friday,1,4
2015-01-02,108,spinach_supr_l,1,18:25:25,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,109,ital_cpcllo_l,1,18:27:50,20.5,20.5,L,Napolitana,1,Friday,1,4
2015-01-02,109,ital_supr_l,1,18:27:50,20.75,20.75,L,Pepperoni ,1,Friday,1,4
2015-01-02,109,pepperoni_m,1,18:27:50,12.5,12.5,M,Napolitana,1,Friday,1,4
